"X.query","seed_ortholog","evalue","score","eggNOG_OGs","max_annot_lvl","COG_category","Description","Preferred_name","GOs","EC","KEGG_ko","KEGG_Pathway","KEGG_Module","KEGG_Reaction","KEGG_rclass","BRITE","KEGG_TC","CAZy","BiGG_Reaction","PFAMs","codigo_genoma"
"20502806","536232.CLM_3437",2.13e-152,434,"2EPUD@1|root,33HEV@2|Bacteria,1VQ67@1239|Firmicutes,24F12@186801|Clostridia,36GH8@31979|Clostridiaceae","186801|Clostridia","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","GCF_000007625.1"
"20502807","1196322.A370_04058",4.49e-62,194,"28UBF@1|root,2ZGGV@2|Bacteria,1W48W@1239|Firmicutes,24ISP@186801|Clostridia,36IPP@31979|Clostridiaceae","186801|Clostridia","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","GCF_000007625.1"
"20502808","1196322.A370_04057",3.26e-22,87.8,"2BBPN@1|root,3257S@2|Bacteria,1URBA@1239|Firmicutes,24WGY@186801|Clostridia,36P83@31979|Clostridiaceae","186801|Clostridia","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","GCF_000007625.1"
"20502809","748727.CLJU_c31340",1.44e-13,68.2,"29QXX@1|root,30BYQ@2|Bacteria,1U8W3@1239|Firmicutes,24WFA@186801|Clostridia,36PS3@31979|Clostridiaceae","186801|Clostridia","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","GCF_000007625.1"
"20502810","1567015.A0A0A7RUI7_9VIRU",0,1236,"4QAK6@10239|Viruses","10239|Viruses","S","N-acetylmuramoyl-L-alanine amidase activity","-","GO:0008150,GO:0016032,GO:0019058,GO:0019068,GO:0044403,GO:0044419,GO:0051704,GO:0098003","-","-","-","-","-","-","-","-","-","-","-","GCF_000007625.1"
"20502811","536232.CLM_3432",1.45e-49,177,"29UVV@1|root,30G8A@2|Bacteria,1UFFF@1239|Firmicutes,24F50@186801|Clostridia,36H2P@31979|Clostridiaceae","186801|Clostridia","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","GCF_000007625.1"
"20502812","445335.CBN_3073",7.13e-33,117,"2BPV5@1|root,32INU@2|Bacteria,1UGAK@1239|Firmicutes,24NST@186801|Clostridia,36MF9@31979|Clostridiaceae","186801|Clostridia","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","GCF_000007625.1"
"20502813","445335.CBN_3072",4.23e-93,285,"COG4249@1|root,COG4249@2|Bacteria,1U39P@1239|Firmicutes,24GPZ@186801|Clostridia,36ICU@31979|Clostridiaceae","186801|Clostridia","S","Peptidase C14 caspase catalytic subunit p20","-","-","-","-","-","-","-","-","-","-","-","-","Peptidase_C14","GCF_000007625.1"
"20502814","445335.CBN_3071",2.79e-138,402,"COG4249@1|root,COG4249@2|Bacteria,1UFKR@1239|Firmicutes,24H8V@186801|Clostridia,36IEC@31979|Clostridiaceae","186801|Clostridia","S","Peptidase C14 caspase catalytic subunit p20","-","-","-","-","-","-","-","-","-","-","-","-","-","GCF_000007625.1"
"20502815","1567015.A0A0A7RUJ0_9VIRU",4.22e-308,838,"4QGJI@10239|Viruses","10239|Viruses","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","GCF_000007625.1"
"20502816","536232.CLM_3427",4.02e-145,442,"29V48@1|root,30GHR@2|Bacteria,1UG2P@1239|Firmicutes,24MGB@186801|Clostridia,36K29@31979|Clostridiaceae","186801|Clostridia","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","GCF_000007625.1"
"20502817","536232.CLM_3426",2.79e-45,147,"2BABE@1|root,323RR@2|Bacteria,1UQ7I@1239|Firmicutes,24T25@186801|Clostridia,36MYZ@31979|Clostridiaceae","186801|Clostridia","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","GCF_000007625.1"
"20502818","445335.CBN_3067",5.55e-177,500,"29U9W@1|root,30FJY@2|Bacteria,1UE5T@1239|Firmicutes,249T3@186801|Clostridia,36DU3@31979|Clostridiaceae","186801|Clostridia","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","GCF_000007625.1"
"20502819","536233.CLO_0560",6.69e-189,533,"28TZV@1|root,2ZG6A@2|Bacteria,1W3CZ@1239|Firmicutes,24F17@186801|Clostridia,36GMU@31979|Clostridiaceae","186801|Clostridia","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","GCF_000007625.1"
"20502820","536232.CLM_3420",2.8e-30,121,"COG4733@1|root,COG4733@2|Bacteria,1UUAF@1239|Firmicutes,2565D@186801|Clostridia","186801|Clostridia","S","cellulase activity","-","-","-","-","-","-","-","-","-","-","-","-","-","GCF_000007625.1"
"20502821","935837.JAEK01000005_gene4321",4.3e-14,79.3,"COG0438@1|root,COG5492@1|root,COG0438@2|Bacteria,COG5492@2|Bacteria,1URQU@1239|Firmicutes,4HC5Z@91061|Bacilli,1ZCV3@1386|Bacillus","91061|Bacilli","M","Glycosyl transferases group 1","-","-","-","-","-","-","-","-","-","-","-","-","Glycos_transf_1,Laminin_G_3","GCF_000007625.1"
"20502822","445335.CBN_1459",7.17e-39,129,"COG3209@1|root,COG3209@2|Bacteria,1W4SR@1239|Firmicutes,24JCV@186801|Clostridia,36JXS@31979|Clostridiaceae","186801|Clostridia","M","COG3209 Rhs family protein","-","-","-","-","-","-","-","-","-","-","-","-","-","GCF_000007625.1"
"20502823","445335.CBN_3060",2.01e-34,119,"2ED46@1|root,3370Y@2|Bacteria,1VI7G@1239|Firmicutes,24R3E@186801|Clostridia,36MYT@31979|Clostridiaceae","186801|Clostridia","S","Haemolysin XhlA","-","-","-","-","-","-","-","-","-","-","-","-","XhlA","GCF_000007625.1"
"20502824","1230342.CTM_01529",2.3e-34,120,"2EM3I@1|root,33ET1@2|Bacteria,1VI7I@1239|Firmicutes,24SU0@186801|Clostridia,36NDU@31979|Clostridiaceae","186801|Clostridia","S","Phage holin family Hol44, in holin superfamily V","-","-","-","-","-","-","-","-","-","-","-","-","Phage_holin_5_2","GCF_000007625.1"
"20502825","1211817.CCAT010000083_gene1701",2.53e-20,98.6,"2DU0W@1|root,32UWA@2|Bacteria,1VDQB@1239|Firmicutes,24PJB@186801|Clostridia","186801|Clostridia","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","GCF_000007625.1"
"20502827","411902.CLOBOL_04415",1.22e-24,105,"2C3TB@1|root,33805@2|Bacteria,1VFPY@1239|Firmicutes,24U0Y@186801|Clostridia","186801|Clostridia","-","-","-","-","-","-","-","-","-","-","-","-","-","-","Mrr_cat","GCF_000007625.1"
"20502828","1567014.A0A0A7RTV6_9VIRU",1.23e-273,748,"4QARC@10239|Viruses","10239|Viruses","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","GCF_000007625.1"
"20502829","1280692.AUJL01000006_gene1541",6.72e-34,122,"COG1191@1|root,COG1191@2|Bacteria,1TPJ5@1239|Firmicutes,247XH@186801|Clostridia,36EDZ@31979|Clostridiaceae","186801|Clostridia","K","Sigma factors are initiation factors that promote the attachment of RNA polymerase to specific initiation sites and are then released","sigK","-","-","ko:K03091","-","-","-","-","ko00000,ko03021","-","-","-","Sigma70_r2,Sigma70_r4","GCF_000007625.1"
"20502830","536232.CLM_2844",1.61e-84,259,"COG0169@1|root,COG0169@2|Bacteria,1TQRY@1239|Firmicutes,2497S@186801|Clostridia,36E3G@31979|Clostridiaceae","186801|Clostridia","E","Involved in the biosynthesis of the chorismate, which leads to the biosynthesis of aromatic amino acids. Catalyzes the reversible NADPH linked reduction of 3-dehydroshikimate (DHSA) to yield shikimate (SA)","aroE","-","1.1.1.25","ko:K00014","ko00400,ko01100,ko01110,ko01130,ko01230,map00400,map01100,map01110,map01130,map01230","M00022","R02413","RC00206","ko00000,ko00001,ko00002,ko01000","-","-","iHN637.CLJU_RS14365","CM_2,SKI,Shikimate_DH,Shikimate_dh_N","GCF_000007625.1"
"20502831","1230342.CTM_05845",2.59e-109,324,"COG2805@1|root,COG2805@2|Bacteria,1TQ5F@1239|Firmicutes,249H9@186801|Clostridia,36E42@31979|Clostridiaceae","186801|Clostridia","NU","twitching motility protein","pilT","-","-","ko:K02669","-","-","-","-","ko00000,ko02035,ko02044","3.A.15.2","-","-","T2SSE","GCF_000007625.1"
"20502832","1230342.CTM_05850",8.46e-234,650,"COG1215@1|root,COG1215@2|Bacteria,1TRCI@1239|Firmicutes,248JA@186801|Clostridia,36EW1@31979|Clostridiaceae","186801|Clostridia","M","glycosyl transferase family 2","-","-","-","-","-","-","-","-","-","-","-","-","Glyco_tranf_2_3","GCF_000007625.1"
"20502833","1230342.CTM_05855",5.98e-179,512,"COG0849@1|root,COG0849@2|Bacteria,1TP1Z@1239|Firmicutes,24948@186801|Clostridia,36F68@31979|Clostridiaceae","186801|Clostridia","D","Cell division protein that is involved in the assembly of the Z ring. May serve as a membrane anchor for the Z ring","ftsA","-","-","ko:K03590","ko04112,map04112","-","-","-","ko00000,ko00001,ko03036,ko04812","-","-","-","FtsA,SHS2_FTSA","GCF_000007625.1"
"20502834","1410653.JHVC01000001_gene1843",5.88e-197,553,"COG0206@1|root,COG0206@2|Bacteria,1TP6W@1239|Firmicutes,247Z5@186801|Clostridia,36F0J@31979|Clostridiaceae","186801|Clostridia","D","Essential cell division protein that forms a contractile ring structure (Z ring) at the future cell division site. The regulation of the ring assembly controls the timing and the location of cell division. One of the functions of the FtsZ ring is to recruit other cell division proteins to the septum to produce a new cell wall between the dividing cells. Binds GTP and shows GTPase activity","ftsZ","-","-","ko:K03531","ko04112,map04112","-","-","-","ko00000,ko00001,ko02048,ko03036,ko04812","-","-","-","FtsZ_C,Tubulin","GCF_000007625.1"
"20502835","1410653.JHVC01000001_gene1844",4.66e-96,290,"29ECG@1|root,301AF@2|Bacteria,1UY4W@1239|Firmicutes,24HI3@186801|Clostridia,36JFC@31979|Clostridiaceae","186801|Clostridia","M","aspartic protease that is responsible for the proteolytic cleavage of the RNA polymerase sigma E factor (SigE spoIIGB) to yield the active peptide in the mother cell during sporulation. Responds to a signal from the forespore that is triggered by the extracellular signal protein SpoIIR","spoIIGA","-","-","ko:K06383","-","-","-","-","ko00000,ko01000,ko01002","-","-","-","Peptidase_U4","GCF_000007625.1"
"20502836","1230342.CTM_05870",3.37e-139,396,"COG1191@1|root,COG1191@2|Bacteria,1TP3T@1239|Firmicutes,24A4T@186801|Clostridia,36E4R@31979|Clostridiaceae","186801|Clostridia","K","Sigma factors are initiation factors that promote the attachment of RNA polymerase to specific initiation sites and are then released","sigE","-","-","ko:K03091","-","-","-","-","ko00000,ko03021","-","-","-","Sigma70_r2,Sigma70_r4","GCF_000007625.1"
"20502837","1230342.CTM_05875",8.35e-160,450,"COG1191@1|root,COG1191@2|Bacteria,1TPDD@1239|Firmicutes,24A1H@186801|Clostridia,36E0E@31979|Clostridiaceae","186801|Clostridia","K","Sigma factors are initiation factors that promote the attachment of RNA polymerase to specific initiation sites and are then released","sigG","-","-","ko:K03091","-","-","-","-","ko00000,ko03021","-","-","-","Sigma70_r2,Sigma70_r3,Sigma70_r4","GCF_000007625.1"
"20502838","1487921.DP68_06085",1.2e-32,115,"COG1873@1|root,COG1873@2|Bacteria,1VEMT@1239|Firmicutes,24QNW@186801|Clostridia,36MTJ@31979|Clostridiaceae","186801|Clostridia","S","Sporulation protein, YlmC YmxH","-","-","-","-","-","-","-","-","-","-","-","-","PRC","GCF_000007625.1"
"20502839","1410653.JHVC01000001_gene1848",1.89e-86,256,"COG1327@1|root,COG1327@2|Bacteria,1V3JA@1239|Firmicutes,24HFT@186801|Clostridia,36HY1@31979|Clostridiaceae","186801|Clostridia","K","Negatively regulates transcription of bacterial ribonucleotide reductase nrd genes and operons by binding to NrdR- boxes","nrdR","-","-","ko:K07738","-","-","-","-","ko00000,ko03000","-","-","-","ATP-cone","GCF_000007625.1"
"20502840","1410653.JHVC01000001_gene1849",8.81e-131,375,"COG0745@1|root,COG0745@2|Bacteria,1TPWS@1239|Firmicutes,25AZ2@186801|Clostridia,36ESG@31979|Clostridiaceae","186801|Clostridia","T","PFAM response regulator receiver","phoP","-","-","ko:K02483,ko:K07658,ko:K07668","ko02020,map02020","M00434,M00459","-","-","ko00000,ko00001,ko00002,ko02022","-","-","-","Response_reg,Trans_reg_C","GCF_000007625.1"
"20502841","1230342.CTM_05895",1.34e-245,693,"COG5002@1|root,COG5002@2|Bacteria,1TQ1H@1239|Firmicutes,247VG@186801|Clostridia,36DIS@31979|Clostridiaceae","186801|Clostridia","T","Histidine kinase","phoR","-","2.7.13.3","ko:K07636","ko02020,map02020","M00434","-","-","ko00000,ko00001,ko00002,ko01000,ko01001,ko02022","-","-","-","HAMP,HATPase_c,HisKA,PAS,PAS_10,PAS_4,PAS_8,sCache_like","GCF_000007625.1"
"20502842","1230342.CTM_05900",2.32e-140,404,"COG0226@1|root,COG0226@2|Bacteria,1TQ5X@1239|Firmicutes,248QU@186801|Clostridia,36F61@31979|Clostridiaceae","186801|Clostridia","P","TIGRFAM phosphate binding protein","pstS","-","-","ko:K02040","ko02010,ko02020,ko05152,map02010,map02020,map05152","M00222","-","-","ko00000,ko00001,ko00002,ko02000","3.A.1.7","-","-","PBP_like_2","GCF_000007625.1"
"20502843","1410653.JHVC01000001_gene1852",4.62e-140,404,"COG0573@1|root,COG0573@2|Bacteria,1TSPP@1239|Firmicutes,249KQ@186801|Clostridia,36DTN@31979|Clostridiaceae","186801|Clostridia","P","probably responsible for the translocation of the substrate across the membrane","pstC","-","-","ko:K02037","ko02010,map02010","M00222","-","-","ko00000,ko00001,ko00002,ko02000","3.A.1.7","-","-","BPD_transp_1","GCF_000007625.1"
"20502844","1410653.JHVC01000001_gene1853",2.12e-151,432,"COG0581@1|root,COG0581@2|Bacteria,1TP74@1239|Firmicutes,248C4@186801|Clostridia,36DCX@31979|Clostridiaceae","186801|Clostridia","P","Phosphate transport system permease protein PstA","pstA","-","-","ko:K02038","ko02010,map02010","M00222","-","-","ko00000,ko00001,ko00002,ko02000","3.A.1.7","-","-","BPD_transp_1","GCF_000007625.1"
"20502845","1410653.JHVC01000001_gene1854",1.52e-145,414,"COG1117@1|root,COG1117@2|Bacteria,1TP1M@1239|Firmicutes,247RD@186801|Clostridia,36DJ4@31979|Clostridiaceae","186801|Clostridia","P","Part of the ABC transporter complex PstSACB involved in phosphate import. Responsible for energy coupling to the transport system","pstB","-","3.6.3.27","ko:K02036","ko02010,map02010","M00222","-","-","ko00000,ko00001,ko00002,ko01000,ko02000","3.A.1.7","-","-","ABC_tran","GCF_000007625.1"
"20502846","1230342.CTM_05935",2.33e-217,611,"COG1625@1|root,COG1625@2|Bacteria,1TSFU@1239|Firmicutes,247JK@186801|Clostridia,36EMT@31979|Clostridiaceae","186801|Clostridia","C","Fe-S oxidoreductase","-","-","-","-","-","-","-","-","-","-","-","-","DUF512","GCF_000007625.1"
"20502847","1230342.CTM_05940",2.13e-269,743,"COG1160@1|root,COG1160@2|Bacteria,1TPNM@1239|Firmicutes,2493T@186801|Clostridia,36DFQ@31979|Clostridiaceae","186801|Clostridia","S","GTPase that plays an essential role in the late steps of ribosome biogenesis","der","-","-","ko:K03977","-","-","-","-","ko00000,ko03009","-","-","-","KH_dom-like,MMR_HSR1","GCF_000007625.1"
"20502848","1230342.CTM_05945",8.36e-181,509,"COG0240@1|root,COG0240@2|Bacteria,1TQ5P@1239|Firmicutes,248JT@186801|Clostridia,36EG4@31979|Clostridiaceae","186801|Clostridia","I","Glycerol-3-phosphate dehydrogenase","gpsA","-","1.1.1.94","ko:K00057","ko00564,ko01110,map00564,map01110","-","R00842,R00844","RC00029","ko00000,ko00001,ko01000","-","-","-","NAD_Gly3P_dh_C,NAD_Gly3P_dh_N","GCF_000007625.1"
"20502849","1410653.JHVC01000032_gene1039",1.83e-266,738,"COG0699@1|root,COG0699@2|Bacteria,1TPPG@1239|Firmicutes,24829@186801|Clostridia,36DMZ@31979|Clostridiaceae","186801|Clostridia","S","ATPase. Has a role at an early stage in the morphogenesis of the spore coat","spoIVA","GO:0000003,GO:0000166,GO:0003674,GO:0003824,GO:0005488,GO:0005524,GO:0005575,GO:0005618,GO:0005623,GO:0008144,GO:0008150,GO:0009653,GO:0009987,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0016887,GO:0017076,GO:0017111,GO:0019954,GO:0030154,GO:0030312,GO:0030435,GO:0030436,GO:0030554,GO:0031160,GO:0032502,GO:0032553,GO:0032555,GO:0032559,GO:0034301,GO:0035639,GO:0036094,GO:0042601,GO:0042763,GO:0043167,GO:0043168,GO:0043934,GO:0043936,GO:0044464,GO:0048646,GO:0048856,GO:0048869,GO:0071944,GO:0097159,GO:0097367,GO:1901265,GO:1901363","-","ko:K06398","-","-","-","-","ko00000","-","-","-","Spore_IV_A","GCF_000007625.1"
"20502850","1033737.CAEV01000129_gene3559",8e-99,292,"COG2801@1|root,COG2801@2|Bacteria,1TQSP@1239|Firmicutes,249I9@186801|Clostridia,36H1Q@31979|Clostridiaceae","186801|Clostridia","L","PFAM Integrase catalytic region","-","-","-","ko:K07497","-","-","-","-","ko00000","-","-","-","HTH_21,HTH_Tnp_1,rve,rve_3","GCF_000007625.1"
"20502851","1211817.CCAT010000042_gene3253",8.94e-43,142,"COG2963@1|root,COG2963@2|Bacteria,1UGA8@1239|Firmicutes,24NQ5@186801|Clostridia,36RTE@31979|Clostridiaceae","186801|Clostridia","L","Transposase","-","-","-","-","-","-","-","-","-","-","-","-","HTH_Tnp_1","GCF_000007625.1"
"20502852","931626.Awo_c29350",1.87e-78,243,"COG1583@1|root,COG1583@2|Bacteria,1VC7U@1239|Firmicutes,24CJS@186801|Clostridia,25YMK@186806|Eubacteriaceae","186801|Clostridia","L","CRISPR associated protein Cas6","cas6","-","-","ko:K19091","-","-","-","-","ko00000,ko01000,ko02048","-","-","-","Cas_Cas6","GCF_000007625.1"
"20502853","931626.Awo_c29340",8.13e-133,398,"28MWF@1|root,2ZB3P@2|Bacteria,1TS9V@1239|Firmicutes,24E9P@186801|Clostridia,25Y4Z@186806|Eubacteriaceae","186801|Clostridia","S","CRISPR-associated protein Csx8 (Cas_Csx8)","csx8","-","-","ko:K19088","-","-","-","-","ko00000,ko02048","-","-","-","Cas_Csx8","GCF_000007625.1"
"20502854","931626.Awo_c29330",3.49e-148,424,"COG1857@1|root,COG1857@2|Bacteria,1TRGS@1239|Firmicutes,24CU1@186801|Clostridia,25YC9@186806|Eubacteriaceae","186801|Clostridia","L","CRISPR-associated negative auto-regulator DevR/Csa2","cst2","-","-","ko:K19075","-","-","-","-","ko00000,ko02048","-","-","-","DevR","GCF_000007625.1"
"20502855","931626.Awo_c29320",1e-129,382,"COG1688@1|root,COG1688@2|Bacteria,1UYJD@1239|Firmicutes,24BJA@186801|Clostridia,25Y8R@186806|Eubacteriaceae","186801|Clostridia","L","CRISPR-associated protein Cas5","cas5","-","-","ko:K19090","-","-","-","-","ko00000,ko02048","-","-","-","Cas_Cas5d","GCF_000007625.1"
"20502856","931626.Awo_c29310",7.42e-244,704,"COG1203@1|root,COG1203@2|Bacteria,1TQ9B@1239|Firmicutes,248UE@186801|Clostridia,25W5E@186806|Eubacteriaceae","186801|Clostridia","L","DEAD-like helicases superfamily","cas3","-","-","ko:K07012","-","-","-","-","ko00000,ko01000,ko02048","-","-","-","DEAD,HD,Helicase_C","GCF_000007625.1"
"20502857","931626.Awo_c29300",4.69e-80,242,"COG1468@1|root,COG1468@2|Bacteria,1V781@1239|Firmicutes,24IBG@186801|Clostridia,25WPK@186806|Eubacteriaceae","186801|Clostridia","L","Domain of unknown function DUF83","cas4","-","3.1.12.1","ko:K07464","-","-","-","-","ko00000,ko01000,ko02048","-","-","-","Cas_Cas4","GCF_000007625.1"
"20502858","931626.Awo_c29290",1.75e-179,506,"COG1518@1|root,COG1518@2|Bacteria,1TQWG@1239|Firmicutes,24889@186801|Clostridia,25VR4@186806|Eubacteriaceae","186801|Clostridia","L","CRISPR (clustered regularly interspaced short palindromic repeat), is an adaptive immune system that provides protection against mobile genetic elements (viruses, transposable elements and conjugative plasmids). CRISPR clusters contain spacers, sequences complementary to antecedent mobile elements, and target invading nucleic acids. CRISPR clusters are transcribed and processed into CRISPR RNA (crRNA). Acts as a dsDNA endonuclease. Involved in the integration of spacer DNA into the CRISPR cassette","cas1","-","-","ko:K15342","-","-","-","-","ko00000,ko02048,ko03400","-","-","-","Cas_Cas1","GCF_000007625.1"
"20502859","931626.Awo_c29280",1.36e-42,140,"COG1343@1|root,COG1343@2|Bacteria,1VAV3@1239|Firmicutes,24NM2@186801|Clostridia,25XM3@186806|Eubacteriaceae","186801|Clostridia","L","CRISPR (clustered regularly interspaced short palindromic repeat), is an adaptive immune system that provides protection against mobile genetic elements (viruses, transposable elements and conjugative plasmids). CRISPR clusters contain sequences complementary to antecedent mobile elements and target invading nucleic acids. CRISPR clusters are transcribed and processed into CRISPR RNA (crRNA). Functions as a ssRNA-specific endoribonuclease. Involved in the integration of spacer DNA into the CRISPR cassette","cas2","-","-","ko:K09951","-","-","-","-","ko00000,ko02048","-","-","-","CRISPR_Cas2","GCF_000007625.1"
"20502863","1280692.AUJL01000011_gene3151",3.14e-117,371,"28JBJ@1|root,2Z968@2|Bacteria,1V29E@1239|Firmicutes,24929@186801|Clostridia,36FER@31979|Clostridiaceae","186801|Clostridia","S","HIRAN","-","-","-","-","-","-","-","-","-","-","-","-","HIRAN","GCF_000007625.1"
"20502864","1128398.Curi_c14080",1.14e-168,474,"COG2267@1|root,COG2267@2|Bacteria,1TPI0@1239|Firmicutes,247QR@186801|Clostridia,26AHE@186813|unclassified Clostridiales","186801|Clostridia","I","Alpha/beta hydrolase family","-","-","1.11.1.10,3.1.1.24","ko:K00433,ko:K01055","ko00362,ko01100,ko01120,ko01220,map00362,map01100,map01120,map01220","M00568","R02991","RC00825","ko00000,ko00001,ko00002,ko01000","-","-","-","Abhydrolase_1,Abhydrolase_4","GCF_000007625.1"
"20502865","445335.CBN_2307",1.55e-80,240,"COG1388@1|root,COG1388@2|Bacteria,1V5U7@1239|Firmicutes,24IX9@186801|Clostridia,36INE@31979|Clostridiaceae","186801|Clostridia","M","Domain of Unknown Function (DUF1259)","-","-","-","-","-","-","-","-","-","-","-","-","DUF1529","GCF_000007625.1"
"20502866","536232.CLM_2531",2.07e-21,86.3,"2EJIK@1|root,33D9H@2|Bacteria,1VKCQ@1239|Firmicutes,24SUM@186801|Clostridia,36NSM@31979|Clostridiaceae","186801|Clostridia","S","Peptidase propeptide and YPEB domain","-","-","-","-","-","-","-","-","-","-","-","-","PepSY","GCF_000007625.1"
